,Date,Region,Class,Commodity,Unit,Number of Stores,Weighted Avg Price,Low Price,High Price
3719,10/18/2019,SOUTHWEST U.S.,VEGETABLES,SALAD,5 - 9 oz package,25,2.28,2.0,2.5
3720,10/18/2019,SOUTHWEST U.S.,VEGETABLES,SALAD,1 lb bag,260,5.0,5.0,5.0
3721,10/18/2019,SOUTHWEST U.S.,VEGETABLES,SALAD,5 - 9 oz package,293,2.98,2.5,3.99
3722,10/18/2019,SOUTHWEST U.S.,VEGETABLES,SPINACH,per bunch,297,1.44,0.99,1.5
3723,10/18/2019,SOUTHWEST U.S.,VEGETABLES,SPINACH,10 oz package,8,0.99,0.99,0.99
3724,10/18/2019,SOUTHWEST U.S.,VEGETABLES,SPINACH,8 oz package,50,1.79,1.79,1.79
3725,10/18/2019,SOUTHWEST U.S.,VEGETABLES,SPINACH,5 - 6 oz package,25,3.04,2.5,3.99
3726,10/18/2019,SOUTHWEST U.S.,VEGETABLES,SQUASH,per pound,584,0.96,0.59,0.99
3727,10/18/2019,SOUTHWEST U.S.,VEGETABLES,SQUASH,per pound,448,1.32,0.98,1.5
3718,10/18/2019,SOUTHWEST U.S.,VEGETABLES,SALAD,10 - 12 oz package,25,2.28,2.0,2.5
3658,10/18/2019,SOUTHWEST U.S.,VEGETABLES,BEANS,per pound,8,2.49,2.49,2.49
3827,10/25/2019,SOUTHWEST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",1 pint package,612,2.99,2.99,2.99
3830,10/25/2019,SOUTHWEST U.S.,VEGETABLES,"TOMATOES, PLUM TYPE",per pound,171,1.49,1.49,1.49
3829,10/25/2019,SOUTHWEST U.S.,VEGETABLES,"TOMATOES, PLUM TYPE",per pound,465,1.58,0.5,1.99
3828,10/25/2019,SOUTHWEST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",10 oz package,278,2.28,2.0,2.5
3826,10/25/2019,SOUTHWEST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",1 pint package,8,1.66,1.66,1.66
3544,10/25/2019,SOUTHWEST U.S.,FRUITS,CANTALOUPS,each,612,3.0,3.0,3.0
3823,10/25/2019,SOUTHWEST U.S.,VEGETABLES,TOMATOES,per pound,8,3.99,3.99,3.99
3504,10/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,3 lb bag,260,2.88,2.88,2.88
3805,10/25/2019,SOUTHWEST U.S.,VEGETABLES,SALAD,5 - 9 oz package,269,1.73,1.66,3.69
3804,10/25/2019,SOUTHWEST U.S.,VEGETABLES,SALAD,10 - 12 oz package,119,3.09,1.5,3.99
3803,10/25/2019,SOUTHWEST U.S.,VEGETABLES,RADISHES,per bunch,92,0.44,0.2,0.89
3802,10/25/2019,SOUTHWEST U.S.,VEGETABLES,PUMPKINS,per pound,122,1.01,0.99,1.29
3801,10/25/2019,SOUTHWEST U.S.,VEGETABLES,PUMPKINS,each,4,2.5,2.5,2.5
3800,10/25/2019,SOUTHWEST U.S.,VEGETABLES,PUMPKINS,each,50,2.54,2.0,4.99
3799,10/25/2019,SOUTHWEST U.S.,VEGETABLES,PUMPKINS,per pound,111,0.36,0.18,0.5
3806,10/25/2019,SOUTHWEST U.S.,VEGETABLES,SALAD,1 lb bag,35,3.95,3.95,3.95
3798,10/25/2019,SOUTHWEST U.S.,VEGETABLES,PUMPKINS,each,"1,025",4.73,2.99,5.99
3796,10/25/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, OTHER",1 lb package,152,3.49,3.49,3.49
3795,10/25/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, OTHER",1 lb package,623,2.51,2.5,2.98
3794,10/25/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, OTHER",per pound,247,0.69,0.33,0.99
3793,10/25/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",per pound,50,2.99,2.99,2.99
3792,10/25/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",each,451,1.01,0.99,1.66
3791,10/25/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",per pound,67,3.24,2.99,3.99
3790,10/25/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",per pound,26,3.99,3.99,3.99
3797,10/25/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, OTHER",per pound,16,0.73,0.59,0.79
3789,10/25/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",each,451,1.01,0.99,1.66
3807,10/25/2019,SOUTHWEST U.S.,VEGETABLES,SALAD,5 - 9 oz package,284,3.87,1.5,3.99
3809,10/25/2019,SOUTHWEST U.S.,VEGETABLES,SQUASH,per pound,679,0.98,0.68,1.29
3587,10/25/2019,SOUTHWEST U.S.,FRUITS,WATERMELONS,per pound,36,0.43,0.25,0.5
3825,10/25/2019,SOUTHWEST U.S.,VEGETABLES,TOMATOES,per pound,920,1.68,0.69,1.99
3824,10/25/2019,SOUTHWEST U.S.,VEGETABLES,TOMATOES,per pound,80,0.45,0.45,0.45
3822,10/25/2019,SOUTHWEST U.S.,VEGETABLES,TOMATOES,per pound,407,1.06,0.49,1.49
3821,10/25/2019,SOUTHWEST U.S.,VEGETABLES,TOMATILLOS,per pound,158,0.64,0.25,0.99
3820,10/25/2019,SOUTHWEST U.S.,VEGETABLES,SWISS CHARD,per bunch,21,1.99,1.99,1.99
3819,10/25/2019,SOUTHWEST U.S.,VEGETABLES,SWEET POTATOES,per pound,12,1.68,1.68,1.68
3808,10/25/2019,SOUTHWEST U.S.,VEGETABLES,SPINACH,per bunch,9,1.49,1.49,1.49
3818,10/25/2019,SOUTHWEST U.S.,VEGETABLES,SWEET POTATOES,per pound,188,0.8,0.5,1.99
3816,10/25/2019,SOUTHWEST U.S.,VEGETABLES,SQUASH,per pound,710,1.42,0.99,1.49
3815,10/25/2019,SOUTHWEST U.S.,VEGETABLES,SQUASH,per pound,888,1.14,0.99,1.49
3814,10/25/2019,SOUTHWEST U.S.,VEGETABLES,SQUASH,per pound,679,0.98,0.68,1.29
3813,10/25/2019,SOUTHWEST U.S.,VEGETABLES,SQUASH,per pound,181,0.76,0.5,0.99
3812,10/25/2019,SOUTHWEST U.S.,VEGETABLES,SQUASH,per pound,962,1.13,0.69,1.49
3811,10/25/2019,SOUTHWEST U.S.,VEGETABLES,SQUASH,per pound,689,0.98,0.68,1.29
3810,10/25/2019,SOUTHWEST U.S.,VEGETABLES,SQUASH,per pound,888,1.14,0.99,1.49
3817,10/25/2019,SOUTHWEST U.S.,VEGETABLES,SQUASH,per pound,"1,500",1.14,0.25,1.49
3788,10/25/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",per pound,50,2.99,2.99,2.99
3787,10/25/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",each,451,1.01,0.99,1.66
3786,10/25/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",each,54,0.97,0.89,0.99
3764,10/25/2019,SOUTHWEST U.S.,VEGETABLES,CAULIFLOWER,each,17,3.99,3.99,3.99
3763,10/25/2019,SOUTHWEST U.S.,VEGETABLES,CARROTS,1 lb bag,"1,233",1.59,0.99,2.0
3762,10/25/2019,SOUTHWEST U.S.,VEGETABLES,CARROTS,2 lb bag,620,2.49,1.99,2.5
3761,10/25/2019,SOUTHWEST U.S.,VEGETABLES,CARROTS,1 lb bag,218,1.04,0.99,1.69
3760,10/25/2019,SOUTHWEST U.S.,VEGETABLES,CARROTS,per bunch,9,2.69,2.69,2.69
3759,10/25/2019,SOUTHWEST U.S.,VEGETABLES,CARROTS,per pound,12,0.72,0.69,0.79
3758,10/25/2019,SOUTHWEST U.S.,VEGETABLES,CARROTS,2 lb bag,52,0.96,0.79,0.99
3765,10/25/2019,SOUTHWEST U.S.,VEGETABLES,CAULIFLOWER,per pound,15,2.49,2.49,2.49
3757,10/25/2019,SOUTHWEST U.S.,VEGETABLES,CARROTS,1 lb bag,30,0.33,0.33,0.33
3755,10/25/2019,SOUTHWEST U.S.,VEGETABLES,BROCCOLI,per bunch,9,2.99,2.99,2.99
3754,10/25/2019,SOUTHWEST U.S.,VEGETABLES,BROCCOLI,per bunch,17,3.49,3.49,3.49
3753,10/25/2019,SOUTHWEST U.S.,VEGETABLES,BEETS,per bunch,45,1.5,1.5,1.5
3752,10/25/2019,SOUTHWEST U.S.,VEGETABLES,BEANS,per pound,83,1.29,0.99,1.49
3751,10/25/2019,SOUTHWEST U.S.,VEGETABLES,ASPARAGUS,per pound,"1,348",2.28,0.99,4.99
3750,10/25/2019,SOUTHWEST U.S.,VEGETABLES,ARTICHOKES,each,5,1.99,1.99,1.99
3749,10/25/2019,SOUTHWEST U.S.,VEGETABLES,ARTICHOKES,each,169,1.99,1.88,2.99
3756,10/25/2019,SOUTHWEST U.S.,VEGETABLES,BRUSSELS SPROUTS,per pound,348,2.43,1.49,2.49
3766,10/25/2019,SOUTHWEST U.S.,VEGETABLES,CELERY,each,123,0.64,0.33,0.99
3767,10/25/2019,SOUTHWEST U.S.,VEGETABLES,CHAYOTE,each,75,0.35,0.25,0.5
3768,10/25/2019,SOUTHWEST U.S.,VEGETABLES,CHAYOTE,per pound,49,0.56,0.33,0.79
3785,10/25/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",per pound,24,1.07,0.69,1.59
3503,10/25/2019,SOUTHWEST U.S.,FRUITS,APPLE PEARS,per pound,10,0.99,0.99,0.99
3783,10/25/2019,SOUTHWEST U.S.,VEGETABLES,ONIONS GREEN,per bunch,107,0.73,0.5,0.99
3782,10/25/2019,SOUTHWEST U.S.,VEGETABLES,ONIONS GREEN,per bunch,90,0.38,0.2,0.89
3781,10/25/2019,SOUTHWEST U.S.,VEGETABLES,MUSHROOMS,8 oz package,412,3.31,2.99,3.5
3780,10/25/2019,SOUTHWEST U.S.,VEGETABLES,MUSHROOMS,8 oz package,8,1.5,1.5,1.5
3779,10/25/2019,SOUTHWEST U.S.,VEGETABLES,"LETTUCE, ROMAINE",3 count package,152,2.99,2.99,2.99
3778,10/25/2019,SOUTHWEST U.S.,VEGETABLES,"LETTUCE, RED LEAF",each,8,1.59,1.59,1.59
3777,10/25/2019,SOUTHWEST U.S.,VEGETABLES,"LETTUCE, GREEN LEAF",each,8,1.59,1.59,1.59
3776,10/25/2019,SOUTHWEST U.S.,VEGETABLES,"LETTUCE, BOSTON",each,9,2.99,2.99,2.99
3775,10/25/2019,SOUTHWEST U.S.,VEGETABLES,KALE GREENS,per bunch,246,1.06,0.98,2.0
3774,10/25/2019,SOUTHWEST U.S.,VEGETABLES,KALE GREENS,per bunch,53,0.53,0.45,0.99
3773,10/25/2019,SOUTHWEST U.S.,VEGETABLES,GARLIC,per sleeve,64,1.03,0.99,1.5
3772,10/25/2019,SOUTHWEST U.S.,VEGETABLES,CUCUMBERS,each,9,3.99,3.99,3.99
3771,10/25/2019,SOUTHWEST U.S.,VEGETABLES,CUCUMBERS,each,11,1.5,1.5,1.5
3770,10/25/2019,SOUTHWEST U.S.,VEGETABLES,CUCUMBERS,each,163,0.39,0.17,0.99
3769,10/25/2019,SOUTHWEST U.S.,VEGETABLES,CORN-SWEET,each,195,0.31,0.2,0.5
3586,10/25/2019,SOUTHWEST U.S.,FRUITS,WATERMELONS,each,171,2.99,2.99,2.99
3585,10/25/2019,SOUTHWEST U.S.,FRUITS,TANGERINES,2 lb bag,146,2.98,2.98,2.98
3784,10/25/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",each,38,0.38,0.33,0.59
3583,10/25/2019,SOUTHWEST U.S.,FRUITS,SATSUMA,per pound,9,1.99,1.99,1.99
3526,10/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,per pound,8,1.99,1.99,1.99
3527,10/25/2019,SOUTHWEST U.S.,FRUITS,"APPLES, PROCESSED",128 oz (1 gallon),8,6.79,6.79,6.79
3528,10/25/2019,SOUTHWEST U.S.,FRUITS,"APPLES, PROCESSED",64 oz (1/2 gallon),892,1.37,0.99,2.99
3529,10/25/2019,SOUTHWEST U.S.,FRUITS,"APPLES, PROCESSED",96 oz (3/4 gallon),1,2.49,2.49,2.49
3530,10/25/2019,SOUTHWEST U.S.,FRUITS,"APPLES, PROCESSED",128 oz (1 gallon),146,9.99,9.99,9.99
3531,10/25/2019,SOUTHWEST U.S.,FRUITS,"APPLES, PROCESSED",128 oz (1 gallon),418,4.87,3.49,5.0
3532,10/25/2019,SOUTHWEST U.S.,FRUITS,"APPLES, PROCESSED",64 oz (1/2 gallon),366,1.13,0.99,1.5
3525,10/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,per pound,34,1.36,0.88,1.79
3533,10/25/2019,SOUTHWEST U.S.,FRUITS,"APPLES, PROCESSED",96 oz (3/4 gallon),29,5.87,2.49,5.99
3535,10/25/2019,SOUTHWEST U.S.,FRUITS,AVOCADOS,each,"1,015",1.8,0.99,2.5
3536,10/25/2019,SOUTHWEST U.S.,FRUITS,AVOCADOS,each,17,1.15,0.79,1.99
3537,10/25/2019,SOUTHWEST U.S.,FRUITS,BANANAS,per pound,553,0.39,0.29,0.99
3538,10/25/2019,SOUTHWEST U.S.,FRUITS,BANANAS,per pound,885,0.85,0.69,0.99
3539,10/25/2019,SOUTHWEST U.S.,FRUITS,BLACKBERRIES,5.6 - 6 oz package,771,2.98,1.66,3.99
3540,10/25/2019,SOUTHWEST U.S.,FRUITS,BLACKBERRIES,5.6 - 6 oz package,9,3.99,3.99,3.99
3541,10/25/2019,SOUTHWEST U.S.,FRUITS,BLUEBERRIES,18 oz package,13,1.5,1.5,1.5
3534,10/25/2019,SOUTHWEST U.S.,FRUITS,AVOCADOS,each,"2,831",1.25,0.25,2.0
3524,10/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,2 lb bag,317,3.99,3.99,3.99
3522,10/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,per pound,15,1.28,0.69,1.79
3521,10/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,per pound,366,2.79,2.48,2.99
3584,10/25/2019,SOUTHWEST U.S.,FRUITS,STRAWBERRIES,1 lb package,471,2.98,1.79,4.99
3505,10/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,per pound,362,0.98,0.5,1.69
3506,10/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,2 lb bag,468,3.51,2.5,3.99
3507,10/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,per pound,74,1.75,1.49,2.49
3508,10/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,3 lb bag,260,2.88,2.88,2.88
3509,10/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,per pound,"1,001",1.25,0.33,1.49
3510,10/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,2 lb bag,468,3.51,2.5,3.99
3511,10/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,3 lb bag,56,1.99,1.99,1.99
3512,10/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,per pound,121,1.54,0.99,1.99
3513,10/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,per pound,8,1.79,1.79,1.79
3514,10/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,per pound,8,1.99,1.99,1.99
3515,10/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,3 lb bag,260,2.88,2.88,2.88
3516,10/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,per pound,627,1.37,0.44,1.99
3517,10/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,2 lb bag,317,3.99,3.99,3.99
3518,10/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,per pound,80,1.71,1.29,2.49
3519,10/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,3 lb bag,350,5.99,5.99,5.99
3520,10/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,per pound,754,1.17,0.49,1.99
3542,10/25/2019,SOUTHWEST U.S.,FRUITS,BLUEBERRIES,6 oz package,933,2.12,0.97,3.5
3543,10/25/2019,SOUTHWEST U.S.,FRUITS,BLUEBERRIES,6 oz package,284,3.21,3.0,3.99
3523,10/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,per pound,9,1.99,1.99,1.99
3545,10/25/2019,SOUTHWEST U.S.,FRUITS,CANTALOUPS,per pound,30,0.5,0.5,0.5
3566,10/25/2019,SOUTHWEST U.S.,FRUITS,PAPAYA,per pound,237,0.59,0.45,0.89
3567,10/25/2019,SOUTHWEST U.S.,FRUITS,PEACHES,per pound,5,0.5,0.5,0.5
3568,10/25/2019,SOUTHWEST U.S.,FRUITS,PEACHES,per pound,53,1.99,1.99,1.99
3569,10/25/2019,SOUTHWEST U.S.,FRUITS,PEARS,per pound,589,0.91,0.49,1.69
3570,10/25/2019,SOUTHWEST U.S.,FRUITS,PEARS,per pound,179,1.51,1.49,1.99
3571,10/25/2019,SOUTHWEST U.S.,FRUITS,PEARS,per pound,407,0.86,0.49,1.79
3572,10/25/2019,SOUTHWEST U.S.,FRUITS,PEARS,per pound,238,1.01,0.99,1.69
3565,10/25/2019,SOUTHWEST U.S.,FRUITS,ORANGES,per pound,47,0.46,0.25,0.5
3574,10/25/2019,SOUTHWEST U.S.,FRUITS,PERSIMMONS,per pound,152,1.37,0.5,2.49
3576,10/25/2019,SOUTHWEST U.S.,FRUITS,PINEAPPLES,per pound,110,0.64,0.5,0.79
3577,10/25/2019,SOUTHWEST U.S.,FRUITS,PINEAPPLES,each,12,2.99,2.99,2.99
3578,10/25/2019,SOUTHWEST U.S.,FRUITS,PINEAPPLES,per pound,13,0.99,0.99,0.99
3579,10/25/2019,SOUTHWEST U.S.,FRUITS,PLUMS,per pound,64,1.47,0.69,1.69
3580,10/25/2019,SOUTHWEST U.S.,FRUITS,POMEGRANATES,each,629,2.57,0.5,3.0
3581,10/25/2019,SOUTHWEST U.S.,FRUITS,POMEGRANATES,each,8,2.5,2.5,2.5
3582,10/25/2019,SOUTHWEST U.S.,FRUITS,RASPBERRIES,6 oz package,522,2.62,0.96,3.99
3575,10/25/2019,SOUTHWEST U.S.,FRUITS,PINEAPPLES,each,172,1.98,1.5,2.99
3564,10/25/2019,SOUTHWEST U.S.,FRUITS,ORANGES,per pound,410,0.94,0.25,0.99
3573,10/25/2019,SOUTHWEST U.S.,FRUITS,PERSIMMONS,each,65,0.51,0.4,0.99
3551,10/25/2019,SOUTHWEST U.S.,FRUITS,GRAPES,per pound,41,1.5,1.5,1.5
3547,10/25/2019,SOUTHWEST U.S.,FRUITS,GRAPEFRUIT,each,13,0.81,0.69,0.89
3548,10/25/2019,SOUTHWEST U.S.,FRUITS,GRAPEFRUIT,per pound,14,0.33,0.33,0.33
3549,10/25/2019,SOUTHWEST U.S.,FRUITS,GRAPES,per pound,618,1.49,0.99,2.99
3550,10/25/2019,SOUTHWEST U.S.,FRUITS,GRAPES,per pound,264,2.71,2.48,2.99
3546,10/25/2019,SOUTHWEST U.S.,FRUITS,CRANBERRIES,12 oz bag,20,2.43,1.98,2.99
3552,10/25/2019,SOUTHWEST U.S.,FRUITS,GRAPES,per pound,"1,895",1.9,0.79,2.99
3553,10/25/2019,SOUTHWEST U.S.,FRUITS,GRAPES,per pound,892,2.55,2.29,2.99
3563,10/25/2019,SOUTHWEST U.S.,FRUITS,ORANGES,each,23,0.5,0.5,0.5
3554,10/25/2019,SOUTHWEST U.S.,FRUITS,GRAPES,per pound,"1,809",1.87,0.69,2.99
3555,10/25/2019,SOUTHWEST U.S.,FRUITS,GRAPES,per pound,880,2.56,2.48,2.99
3556,10/25/2019,SOUTHWEST U.S.,FRUITS,KIWIFRUIT,each,48,0.39,0.25,0.59
3557,10/25/2019,SOUTHWEST U.S.,FRUITS,KIWIFRUIT,1 lb bag,9,2.99,2.99,2.99
3558,10/25/2019,SOUTHWEST U.S.,FRUITS,LEMONS,each,778,0.54,0.25,0.99
3559,10/25/2019,SOUTHWEST U.S.,FRUITS,LEMONS,each,37,0.9,0.59,0.99
3560,10/25/2019,SOUTHWEST U.S.,FRUITS,LIMES,each,203,0.37,0.15,1.0
3561,10/25/2019,SOUTHWEST U.S.,FRUITS,LIMES,per pound,172,0.57,0.33,0.89
3562,10/25/2019,SOUTHWEST U.S.,FRUITS,MANGOES,each,43,1.85,1.5,2.0
3492,10/4/2019,SOUTHWEST U.S.,VEGETABLES,KALE GREENS,per bunch,315,0.91,0.5,0.99
3493,10/4/2019,SOUTHWEST U.S.,VEGETABLES,KALE GREENS,per bunch,525,1.18,0.98,1.49
3491,10/4/2019,SOUTHWEST U.S.,VEGETABLES,GARLIC,per sleeve,45,1.5,1.5,1.5
3505,10/4/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",each,447,0.77,0.33,1.0
3489,10/4/2019,SOUTHWEST U.S.,VEGETABLES,EGGPLANT,per pound,6,0.5,0.5,0.5
3488,10/4/2019,SOUTHWEST U.S.,VEGETABLES,CUCUMBERS,each,612,0.99,0.99,0.99
3494,10/4/2019,SOUTHWEST U.S.,VEGETABLES,"LETTUCE, BOSTON",each,8,1.49,1.49,1.49
3487,10/4/2019,SOUTHWEST U.S.,VEGETABLES,CUCUMBERS,per pound,6,0.79,0.79,0.79
3490,10/4/2019,SOUTHWEST U.S.,VEGETABLES,GARLIC,per pound,5,2.99,2.99,2.99
3495,10/4/2019,SOUTHWEST U.S.,VEGETABLES,"LETTUCE, GREEN LEAF",each,235,1.04,0.5,1.69
3503,10/4/2019,SOUTHWEST U.S.,VEGETABLES,MUSHROOMS,8 oz package,9,3.69,3.69,3.69
3497,10/4/2019,SOUTHWEST U.S.,VEGETABLES,"LETTUCE, ICEBERG",each,9,1.99,1.99,1.99
3498,10/4/2019,SOUTHWEST U.S.,VEGETABLES,"LETTUCE, RED LEAF",each,235,1.04,0.5,1.69
3499,10/4/2019,SOUTHWEST U.S.,VEGETABLES,"LETTUCE, ROMAINE",each,246,1.02,0.5,1.69
3500,10/4/2019,SOUTHWEST U.S.,VEGETABLES,"LETTUCE, ROMAINE",3 count package,5,1.99,1.99,1.99
3501,10/4/2019,SOUTHWEST U.S.,VEGETABLES,"LETTUCE, ROMAINE",3 count package,61,1.91,1.67,2.99
3502,10/4/2019,SOUTHWEST U.S.,VEGETABLES,MUSHROOMS,8 oz package,77,1.22,0.95,2.0
3504,10/4/2019,SOUTHWEST U.S.,VEGETABLES,ONIONS GREEN,per bunch,214,0.38,0.25,0.5
3486,10/4/2019,SOUTHWEST U.S.,VEGETABLES,CUCUMBERS,each,619,0.66,0.2,1.0
3496,10/4/2019,SOUTHWEST U.S.,VEGETABLES,"LETTUCE, ICEBERG",each,301,0.95,0.69,0.99
3485,10/4/2019,SOUTHWEST U.S.,VEGETABLES,CORN-SWEET,each,381,0.47,0.33,0.5
3467,10/4/2019,SOUTHWEST U.S.,VEGETABLES,BROCCOLI,per bunch,146,1.5,1.5,1.5
3483,10/4/2019,SOUTHWEST U.S.,VEGETABLES,CHAYOTE,each,189,0.28,0.2,0.5
3506,10/4/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",per pound,30,0.6,0.33,0.79
3463,10/4/2019,SOUTHWEST U.S.,VEGETABLES,BEANS,per pound,34,1.42,0.99,1.99
3465,10/4/2019,SOUTHWEST U.S.,VEGETABLES,BEETS,per pound,19,0.5,0.5,0.5
3466,10/4/2019,SOUTHWEST U.S.,VEGETABLES,BROCCOLI,per pound,15,3.69,3.69,3.69
3464,10/4/2019,SOUTHWEST U.S.,VEGETABLES,BEETS,per bunch,45,1.5,1.5,1.5
3468,10/4/2019,SOUTHWEST U.S.,VEGETABLES,BROCCOLI,per pound,624,1.48,1.48,1.49
3469,10/4/2019,SOUTHWEST U.S.,VEGETABLES,BRUSSELS SPROUTS,per pound,493,1.97,1.48,1.99
3470,10/4/2019,SOUTHWEST U.S.,VEGETABLES,CABBAGE,per pound,196,0.34,0.2,0.99
3471,10/4/2019,SOUTHWEST U.S.,VEGETABLES,CABBAGE,per pound,12,0.99,0.99,0.99
3484,10/4/2019,SOUTHWEST U.S.,VEGETABLES,CHINESE CABBAGE,per pound,72,0.49,0.49,0.49
3472,10/4/2019,SOUTHWEST U.S.,VEGETABLES,CARROTS,1 lb bag,68,0.48,0.33,0.5
3474,10/4/2019,SOUTHWEST U.S.,VEGETABLES,CARROTS,per pound,94,0.39,0.25,0.5
3475,10/4/2019,SOUTHWEST U.S.,VEGETABLES,CARROTS,per bunch,24,3.38,2.69,3.79
3476,10/4/2019,SOUTHWEST U.S.,VEGETABLES,CARROTS,1 lb bag,122,1.0,0.79,1.79
3477,10/4/2019,SOUTHWEST U.S.,VEGETABLES,CARROTS,1 lb bag,640,1.68,0.99,1.69
3478,10/4/2019,SOUTHWEST U.S.,VEGETABLES,CAULIFLOWER,each,166,2.49,1.5,3.0
3479,10/4/2019,SOUTHWEST U.S.,VEGETABLES,CAULIFLOWER,per pound,32,1.29,0.5,1.99
3480,10/4/2019,SOUTHWEST U.S.,VEGETABLES,CAULIFLOWER,per pound,50,0.99,0.99,0.99
3481,10/4/2019,SOUTHWEST U.S.,VEGETABLES,CELERY,each,157,0.75,0.5,0.99
3482,10/4/2019,SOUTHWEST U.S.,VEGETABLES,CELERY,each,42,2.49,2.49,2.49
3473,10/4/2019,SOUTHWEST U.S.,VEGETABLES,CARROTS,2 lb bag,237,1.45,0.5,1.5
3507,10/4/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",each,648,0.95,0.5,1.79
3546,10/4/2019,SOUTHWEST U.S.,VEGETABLES,TOMATOES,per pound,8,3.99,3.99,3.99
3509,10/4/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",per pound,4,2.99,2.99,2.99
3534,10/4/2019,SOUTHWEST U.S.,VEGETABLES,SQUASH,per pound,182,0.98,0.78,0.99
3535,10/4/2019,SOUTHWEST U.S.,VEGETABLES,SQUASH,per pound,212,1.42,0.69,1.77
3536,10/4/2019,SOUTHWEST U.S.,VEGETABLES,SQUASH,per pound,84,0.51,0.5,0.79
3537,10/4/2019,SOUTHWEST U.S.,VEGETABLES,SQUASH,per pound,182,0.98,0.78,0.99
3538,10/4/2019,SOUTHWEST U.S.,VEGETABLES,SQUASH,per pound,201,1.46,0.99,1.77
3539,10/4/2019,SOUTHWEST U.S.,VEGETABLES,SQUASH,per pound,802,1.37,0.99,1.49
3540,10/4/2019,SOUTHWEST U.S.,VEGETABLES,SQUASH,per pound,"1,128",1.25,0.5,1.89
3541,10/4/2019,SOUTHWEST U.S.,VEGETABLES,SWEET POTATOES,per pound,460,0.88,0.49,1.49
3542,10/4/2019,SOUTHWEST U.S.,VEGETABLES,SWEET POTATOES,per pound,4,1.99,1.99,1.99
3543,10/4/2019,SOUTHWEST U.S.,VEGETABLES,SWISS CHARD,per bunch,59,1.14,0.99,1.99
3544,10/4/2019,SOUTHWEST U.S.,VEGETABLES,TOMATILLOS,per pound,189,0.54,0.33,0.89
3545,10/4/2019,SOUTHWEST U.S.,VEGETABLES,TOMATOES,per pound,465,1.49,0.5,2.49
3547,10/4/2019,SOUTHWEST U.S.,VEGETABLES,TOMATOES,per pound,20,3.92,3.88,3.99
3548,10/4/2019,SOUTHWEST U.S.,VEGETABLES,TOMATOES,per pound,36,1.71,0.99,1.99
3549,10/4/2019,SOUTHWEST U.S.,VEGETABLES,TOMATOES,per pound,"1,416",1.66,0.69,1.99
3550,10/4/2019,SOUTHWEST U.S.,VEGETABLES,"TOMATOES, CHERRY",1 pint package,21,2.44,1.49,3.99
3551,10/4/2019,SOUTHWEST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",1 pint package,272,1.98,1.66,1.99
